1|801|401
1|802|402
1|803|403
1|804|404
1|805|405
1|806|406
1|806|408
1|806|409
1|806|410
1|806|411
1|808|414
1|809|416
1|810|417
1|811|418
1|812|419
1|813|420
1|814|421
1|815|424
1|816|425
1|817|427
1|818|428
1|819|429
1|820|423
1|822|430
1|823|431
1|823|433
1|823|432
1|825|415
1|826|426
1|827|435
6|1|401
6|2|435
6|3|402
6|4|425
6|5|404
6|6|406
6|6|408
6|6|405
6|7|430
6|8|414
6|9|417
6|10|419
6|11|420
6|12|436
6|13|416
6|14|424
6|15|422
6|16|427
6|17|428
6|17|429
5|a|435
5|b|413
5|c|406
5|chyi|406
5|d|406
5|e|419
5|f|408
5|g|405
5|h|409
5|i|436
5|j|410
5|k|413
5|key|440
5|m|428
5|n|401
5|o|426
5|pker|413
5|q|421
5|r|403
5|s|420
5|t|414
5|u|411
5|v|411
5|w|407
5|wdyg|406
5|wgju|406
5|zpai|413
5|zzhi|413
5|2070|440
14|801|401
14|802|402
14|803|403
14|804|404
14|805|405
14|806|406
14|806|408
14|806|409
14|806|410
14|806|411
14|808|414
14|809|416
14|810|417
14|811|418
14|812|419
14|813|420
14|814|421
14|815|424
14|816|425
14|817|427
14|818|428
14|819|429
14|820|423
14|822|430
14|823|431
14|823|433
14|823|432
14|825|415
14|826|426
14|827|435
1|80101|401
1|80102|401
1|80103|401
1|80106|401
1|80107|401
1|80108|401
1|80110|401
1|80201|402
1|80203|402
1|80205|402
1|80206|402
1|80207|402
1|80210|402
1|80212|402
1|80213|402
1|80214|402
1|80215|402
1|80216|402
1|80301|403
1|80302|403
1|80303|403
1|80401|404
1|80402|404
1|80403|404
1|80404|404
1|80405|404
1|80501|405
1|80502|405
1|80503|405
1|80504|405
1|80505|405
1|80506|405
1|80507|405
1|80509|405
1|80601|406
1|80602|408
1|80603|409
1|80604|406
1|80605|406
1|80606|410
1|80607|406
1|80608|411
1|80609|411
1|80801|414
1|80803|414
1|80805|414
1|80806|414
1|80808|414
1|80809|414
1|80901|416
1|80902|416
1|81001|417
1|81002|417
1|81003|417
1|81005|417
1|81007|417
1|81008|417
1|81009|417
1|81101|418
1|81102|418
1|81103|418
1|81105|418
1|81201|419
1|81202|419
1|81203|419
1|81204|419
1|81206|419
1|81207|419
1|81208|419
1|81209|419
1|81210|419
1|81211|419
1|81212|419
1|81213|419
1|81214|419
1|81215|419
1|81216|419
1|81217|419
1|81301|420
1|81302|420
1|81303|420
1|81304|420
1|81305|420
1|81306|420
1|81307|420
1|81309|420
1|81401|421
1|81402|421
1|81403|421
1|81405|421
1|81501|424
1|81502|424
1|81503|424
1|81504|424
1|81601|425
1|81602|425
1|81603|425
1|81604|425
1|81605|425
1|81606|425
1|81607|425
1|81608|425
1|81609|425
1|81610|425
1|81701|427
1|81702|427
1|81703|427
1|81704|427
1|81705|427
1|81706|427
1|81707|427
1|81709|427
1|81710|427
1|81711|427
1|81712|427
1|81713|427
1|81715|427
1|81716|439
1|81804|428
1|81805|428
1|81816|428
1|81817|428
1|81822|428
1|81823|428
1|81901|429
1|81902|429
1|81903|429
1|82001|423
1|82002|423
1|82003|423
1|82005|423
1|82006|423
1|82008|423
1|82010|423
1|82201|430
1|82202|430
1|82204|430
1|82207|430
1|82208|430
1|82301|431
1|82302|433
1|82303|433
1|82304|432
1|82305|433
1|82306|432
1|82308|432
1|82501|415
1|82502|415
1|82503|415
1|82504|415
1|82505|415
1|82506|415
1|82507|415
6|101|401
6|102|401
6|103|401
6|104|401
6|201|435
6|202|435
6|203|435
6|204|426
6|205|435
6|301|402
6|302|402
6|303|402
6|304|418
6|305|402
6|306|402
6|307|402
6|401|425
6|402|425
6|403|425
6|404|425
6|405|425
6|406|425
6|501|404
6|502|404
6|503|404
6|504|404
6|505|404
6|601|406
6|602|408
6|603|406
6|604|406
6|605|406
6|606|411
6|607|405
6|608|411
6|609|411
6|610|406
6|701|430
6|702|430
6|703|430
6|704|430
6|801|414
6|802|414
6|803|414
6|804|414
6|805|414
6|806|414
6|807|415
6|808|414
6|901|417
6|902|417
6|903|417
6|904|417
6|905|417
6|1001|419
6|1002|419
6|1003|419
6|1004|419
6|1005|419
6|1006|419
6|1007|419
6|1101|420
6|1102|420
6|1103|420
6|1201|421
6|1202|436
6|1203|403
6|1301|416
6|1302|416
6|1303|416
6|1401|424
6|1402|424
6|1403|424
6|1404|424
6|1405|424
6|1406|424
6|1501|422
6|1502|422
6|1503|422
6|1504|422
6|1505|422
6|1506|422
6|1507|422
6|1508|422
6|1601|427
6|1602|427
6|1603|427
6|1604|427
6|1701|428
6|1702|429
14|80101|401
14|80102|401
14|80103|401
14|80106|401
14|80107|401
14|80108|401
14|80110|401
14|80201|402
14|80203|402
14|80205|402
14|80206|402
14|80207|402
14|80210|402
14|80212|402
14|80213|402
14|80214|402
14|80215|402
14|80216|402
14|80301|403
14|80302|403
14|80303|403
14|80401|404
14|80402|404
14|80403|404
14|80404|404
14|80405|404
14|80501|405
14|80502|405
14|80503|405
14|80504|405
14|80505|405
14|80506|405
14|80507|405
14|80509|405
14|80601|406
14|80602|408
14|80603|409
14|80604|406
14|80605|406
14|80606|410
14|80607|411
14|80608|411
14|80609|411
14|80801|414
14|80803|414
14|80805|414
14|80806|414
14|80808|414
14|80809|414
14|80901|416
14|80902|416
14|81001|417
14|81002|417
14|81003|417
14|81005|417
14|81007|417
14|81008|417
14|81009|417
14|81101|418
14|81102|418
14|81103|418
14|81105|418
14|81201|419
14|81202|419
14|81203|419
14|81204|419
14|81206|419
14|81207|419
14|81208|419
14|81209|419
14|81210|419
14|81211|419
14|81212|419
14|81213|419
14|81214|419
14|81215|419
14|81216|419
14|81217|419
14|81301|420
14|81302|420
14|81303|420
14|81304|420
14|81305|420
14|81306|420
14|81307|420
14|81309|420
14|81401|421
14|81402|421
14|81403|421
14|81405|421
14|81501|424
14|81502|424
14|81503|424
14|81504|424
14|81601|425
14|81602|425
14|81603|425
14|81604|425
14|81605|425
14|81606|425
14|81607|425
14|81608|425
14|81609|425
14|81610|425
14|81701|427
14|81702|427
14|81703|427
14|81704|427
14|81705|427
14|81706|427
14|81707|427
14|81709|427
14|81710|427
14|81711|427
14|81712|427
14|81713|427
14|81715|427
14|81716|427
14|81804|428
14|81805|428
14|81816|428
14|81817|428
14|81822|428
14|81823|428
14|81901|429
14|81902|429
14|81903|429
14|82001|423
14|82002|423
14|82003|423
14|82005|423
14|82006|423
14|82008|423
14|82010|423
14|82201|430
14|82202|430
14|82204|430
14|82207|430
14|82208|430
14|82301|431
14|82302|433
14|82303|433
14|82304|432
14|82305|433
14|82306|432
14|82308|432
14|82501|415
14|82502|415
14|82503|415
14|82504|415
14|82505|415
14|82506|415
14|82507|415
6|6|411
6|12|403
6|8|415
6|3|418
6|12|421
6|2|426
1|817|439
5|2070|440
5|1|411
5|10|405
5|100|441
5|104|434
5|12|439
5|14|408
5|15|419
5|21|426
5|22|406
5|24|402
5|25|414
5|26|401
5|27|436
5|28|407
5|29|438
5|3|411
5|30|406
5|31|412
5|32|411
5|33|404
5|34|411
5|5|410
5|9|409
5|99|412
